customer_id,age,location,subscription_type,payment_plan,num_subscription_pauses,payment_method,customer_service_inquiries,signup_date,weekly_hours,average_session_length,song_skip_rate,weekly_songs_played,weekly_unique_songs,num_favorite_artists,num_platform_friends,num_playlists_created,num_shared_playlists,notifications_clicked,churned
217,45,Nebrasksa,premium,annual,annual,credit,none,2/24/2014,13.06786999,0.06223598866,0.39,250,168,35,67,14,4,79,0
218,77,Virginia,basic,monthly,annual,credit,some,3/25/2021,10.28175257,2.271541515,0.60,145,87,15,28,11,3,28,0
219,78,North Dakota,basic,annual,annual,debit,few,11/15/2019,25.20141917,3.957688246,0.14,434,295,44,21,15,4,139,0
220,51,Montana,family premium,annual,annual,credit,few,3/29/2016,1.253006042,0.6181786711,0.49,15,11,6,64,10,3,2,0
221,27,Georgia,premium,monthly,monthly,credit,none,2/12/2014,2.636800658,0.402870169,0.22,43,27,10,94,11,3,79,1
222,72,Alabama,premium,annual,monthly,debit,many,10/28/2017,26.12434601,1.46790059,0.45,482,267,55,33,11,6,100,0
223,80,Georgia,family premium,annual,annual,credit,some,10/6/2019,14.21597959,1.76285764,0.82,215,202,30,22,9,9,0,0
224,45,Virginia,basic,annual,annual,venmo,few,4/20/2017,21.75688991,3.84501875,0.05,281,176,34,63,11,3,65,0
225,27,New York,family premium,annual,monthly,venmo,few,10/13/2018,24.9898277,3.619657974,0.38,398,332,50,86,12,6,2,0
226,60,Georgia,family premium,annual,annual,credit,few,12/31/2013,16.90833999,0.821556708,0.21,215,154,32,71,9,9,2,0
227,61,Alabama,family premium,annual,annual,debit,some,9/20/2016,15.80349722,1.838360004,0.00,224,138,22,62,8,2,2,0
228,73,Alabama,family premium,annual,annual,credit,few,11/27/2020,25.16037789,2.297114829,0.16,380,359,48,27,11,3,1,0
229,81,Georgia,family premium,annual,monthly,debit,few,9/22/2014,5.852007007,0.6258527401,0.36,74,52,10,41,10,3,1,1
230,60,Vermont,family premium,annual,annual,debit,some,6/19/2019,7.645082816,1.664878873,0.41,100,56,17,63,11,11,1,0
231,44,Wisconsin,basic,annual,monthly,debit,few,7/11/2021,8.823868884,1.317216466,0.98,176,162,19,67,14,5,40,0
232,68,Idaho,family premium,annual,annual,credit,few,9/30/2019,9.659392998,1.269615004,0.88,182,181,26,37,6,3,0,0
233,21,Georgia,student,annual,monthly,debit,some,5/22/2015,27.10702793,1.630971029,0.44,421,229,49,106,9,2,99,0
234,27,New Jersey,premium,monthly,annual,debit,none,5/25/2020,18.56620098,1.081446885,0.37,365,336,45,90,12,4,45,1
235,18,Utah,student,annual,monthly,venmo,many,9/4/2020,10.54408611,0.8498627744,0.13,136,85,24,103,5,1,50,0
236,27,New York,premium,monthly,monthly,venmo,some,12/8/2018,7.346492311,1.115460844,0.15,125,65,23,83,11,4,44,0
237,34,Florida,premium,annual,annual,venmo,many,3/23/2021,18.39272278,2.337089156,0.65,327,253,36,74,10,3,48,0
238,33,Virginia,student,annual,monthly,credit,none,5/9/2015,9.789009292,0.5442508274,0.20,129,75,13,74,10,3,326,1
239,66,Virginia,family premium,annual,annual,venmo,some,7/15/2021,10.4724226,1.440615071,0.13,157,124,26,35,12,3,2,0
240,81,Alabama,basic,annual,annual,credit,few,12/13/2016,23.58224009,1.418634007,0.46,379,204,40,41,9,2,251,0
241,46,South Carolina,family premium,annual,annual,credit,many,1/25/2022,4.960065054,0.8616886379,0.46,84,67,16,56,18,9,0,0
242,45,South Carolina,premium,annual,annual,debit,few,8/2/2016,23.50810494,1.742465842,0.03,419,237,50,82,19,6,143,0
243,75,Washington,basic,monthly,annual,credit,many,9/18/2015,27.93462617,2.118457694,0.96,410,290,48,43,14,14,133,1
244,43,Georgia,student,monthly,monthly,venmo,none,2/3/2016,15.52753078,0.8257700566,0.38,263,227,27,72,9,9,62,0
245,57,California,premium,monthly,annual,debit,none,9/23/2017,27.56518793,0.5397431239,0.41,400,291,49,53,14,7,113,0
246,86,Florida,basic,annual,monthly,credit,few,1/12/2016,15.79517687,1.015963034,0.35,200,110,28,27,11,3,96,0
247,71,Florida,premium,annual,monthly,debit,many,11/4/2013,19.78664623,0.9990581646,0.94,293,190,32,39,10,3,188,0
248,84,South Carolina,family premium,annual,annual,credit,few,5/2/2021,17.54389273,2.638362923,0.06,227,153,32,16,20,7,2,0
249,64,Georgia,basic,annual,annual,credit,few,11/8/2021,29.41395364,1.021595326,0.15,428,342,48,54,8,3,28,0
250,38,North Dakota,family premium,annual,annual,debit,none,9/15/2021,16.33906202,0.6505420038,0.17,235,197,32,63,17,9,2,0
251,52,West Virginia,basic,annual,annual,credit,few,5/11/2016,14.90842825,2.653898018,0.43,190,144,25,71,17,6,190,1
252,28,Montana,premium,annual,annual,debit,some,4/14/2017,27.41880435,1.56905606,0.02,474,259,48,101,9,5,53,1
253,34,Idaho,premium,monthly,monthly,credit,none,1/8/2016,24.42860574,2.479525893,0.31,468,317,51,87,5,5,146,0
254,59,North Dakota,family premium,annual,annual,debit,none,1/15/2018,9.708078988,2.049338959,0.08,129,77,23,60,18,9,0,0
255,23,Washington,basic,monthly,annual,venmo,none,7/21/2015,28.37330641,3.169348207,0.17,383,195,45,108,12,6,130,1
256,63,Nebrasksa,basic,annual,annual,debit,none,4/12/2018,5.623053489,0.1852128985,0.61,87,51,15,44,11,6,210,0
257,46,Alabama,family premium,monthly,annual,venmo,few,3/23/2018,24.35603493,2.943940076,0.14,402,253,50,56,10,3,2,0
258,28,Virginia,premium,annual,annual,credit,many,10/5/2013,7.966671147,0.3269682177,0.32,122,77,12,87,9,3,181,0
259,57,Vermont,family premium,annual,annual,credit,some,7/13/2016,3.43752544,1.09077342,0.18,44,29,8,66,10,3,2,1
260,53,North Dakota,family premium,monthly,annual,credit,many,5/2/2019,3.057171774,0.250497589,0.19,48,40,9,64,17,17,0,0
261,21,California,family premium,annual,annual,debit,few,7/1/2019,14.48718993,1.070901731,0.14,228,228,31,99,13,4,1,0
262,61,Montana,basic,annual,annual,debit,some,6/15/2018,26.72838977,0.03900846541,0.92,327,249,34,43,10,5,107,0
263,52,North Carolina,premium,monthly,annual,venmo,many,12/3/2019,2.744423415,0.4918033112,0.04,38,27,13,53,21,11,39,1
264,37,West Virginia,basic,annual,annual,credit,many,2/8/2021,6.993974698,0.915403247,0.43,111,71,19,82,19,5,30,0
265,85,Utah,basic,annual,annual,debit,some,10/25/2020,13.00716465,0.5405707083,0.29,197,100,26,17,3,1,48,0
266,55,North Carolina,premium,annual,monthly,credit,some,11/25/2019,18.97724905,1.75358061,0.26,299,248,38,64,21,21,39,0
267,55,Montana,basic,annual,annual,debit,many,9/17/2018,15.38780614,2.441379605,0.10,193,121,23,57,10,10,139,0
268,70,New York,premium,monthly,annual,credit,many,3/29/2019,27.17423903,1.923688664,0.46,412,229,41,44,11,11,70,0
269,44,Maine,family premium,annual,annual,debit,few,8/15/2017,14.24549296,0.9579720144,0.52,253,136,27,75,7,2,0,0
270,43,Utah,family premium,annual,annual,venmo,some,9/7/2015,21.23948369,0.7773910682,0.28,353,204,36,71,5,1,1,0
271,57,West Virginia,family premium,annual,annual,venmo,few,3/15/2015,11.72904488,1.784665568,0.48,222,139,25,76,17,4,0,0
272,21,Idaho,basic,annual,annual,debit,few,3/19/2014,4.262548662,0.5405779433,0.18,79,48,11,101,6,2,98,1
273,71,West Virginia,premium,monthly,annual,debit,few,10/13/2018,4.346181982,1.186421355,0.48,72,59,7,41,20,7,130,0
274,47,California,student,monthly,annual,credit,few,5/21/2021,2.937740741,0.06581127257,0.07,37,35,4,69,12,6,32,0
275,83,Wisconsin,basic,annual,annual,debit,none,9/28/2016,10.11242843,1.104519334,0.35,130,102,19,29,12,12,73,0
276,86,Maine,family premium,annual,annual,credit,some,10/28/2018,11.12034007,0.3567870946,0.49,148,75,15,32,8,3,1,0
277,77,South Carolina,basic,monthly,annual,venmo,few,4/14/2019,26.12701575,3.611431405,0.07,371,252,47,24,18,6,46,1
278,86,New Jersey,family premium,monthly,annual,credit,some,9/23/2016,29.00973668,1.080475625,0.09,438,338,50,32,13,4,2,1
279,51,North Carolina,family premium,monthly,annual,venmo,few,3/4/2021,14.87330076,0.7603039048,0.03,190,149,25,56,18,5,1,1
280,29,North Dakota,premium,monthly,annual,debit,some,3/17/2017,30.6031789,1.582114071,0.42,476,279,48,86,18,9,73,1
281,58,Florida,family premium,annual,annual,venmo,few,10/24/2019,10.14765979,0.5533580266,0.21,192,144,21,57,8,4,0,1
282,72,Utah,premium,annual,monthly,credit,many,7/12/2018,12.12341112,1.218546975,0.04,187,122,19,55,5,1,203,0
283,29,Idaho,premium,annual,monthly,credit,many,9/8/2017,26.28351559,1.48089512,0.19,375,229,47,90,8,2,72,0
284,30,West Virginia,family premium,annual,annual,credit,many,11/8/2017,26.83929864,2.740427207,0.63,437,263,49,91,20,20,0,0
285,82,Maine,family premium,monthly,annual,credit,many,3/13/2017,28.25609848,3.800073322,0.33,408,209,45,40,7,4,2,0
286,57,West Virginia,family premium,annual,monthly,debit,few,7/4/2018,10.07060833,0.849472338,0.06,129,99,15,46,18,9,1,0
287,45,West Virginia,family premium,annual,annual,venmo,many,8/9/2015,3.328739295,0.1800397478,0.05,63,36,12,80,20,7,0,0
288,43,Alabama,basic,annual,annual,credit,few,8/20/2021,22.19643279,1.76114846,0.48,312,217,37,77,11,11,48,0
289,53,Vermont,basic,annual,annual,credit,few,2/27/2016,2.132936102,0.3294275945,0.19,41,35,9,64,8,3,118,1
290,34,Virginia,premium,annual,annual,credit,none,12/27/2018,29.17131785,1.368013451,0.04,534,525,56,92,11,6,57,0
291,53,Montana,family premium,annual,annual,credit,few,1/31/2017,28.46213287,3.981201038,0.06,379,297,41,59,10,3,0,0
292,70,New Jersey,basic,monthly,annual,credit,many,7/21/2017,9.393971669,1.486689998,0.56,138,87,15,36,13,7,96,1
293,40,California,family premium,annual,annual,credit,few,12/17/2014,3.603092769,0.6738789899,0.42,47,24,7,87,13,3,1,0
294,35,California,basic,annual,annual,debit,some,5/6/2015,22.77050546,0.8317747303,0.63,362,265,42,94,12,6,156,0
295,55,South Carolina,family premium,annual,annual,debit,none,4/27/2017,2.728944762,0.4102802968,0.36,38,25,12,53,18,6,2,0
296,23,Nebrasksa,student,annual,monthly,debit,few,5/27/2019,19.46747536,0.7849909214,0.07,280,148,34,93,13,4,78,0
297,37,New Jersey,family premium,annual,annual,debit,many,12/16/2014,29.7344269,4.74902186,0.29,376,367,44,79,13,13,0,0
298,44,Nebrasksa,family premium,annual,monthly,credit,none,6/22/2016,0.1595656318,0.589957391,0.47,2,1,7,75,11,11,1,0
299,60,North Dakota,family premium,annual,annual,venmo,some,8/19/2017,24.90654558,2.516230118,0.47,338,285,42,59,15,4,0,0
300,78,New Jersey,premium,annual,monthly,debit,few,2/12/2022,13.54257359,2.098735943,0.92,203,113,30,40,14,4,24,0
301,18,Wisconsin,basic,annual,annual,debit,few,6/18/2013,14.99281494,1.009695889,0.20,198,158,25,94,14,14,119,0
302,68,West Virginia,basic,annual,annual,debit,none,1/9/2014,19.50442693,0.836038254,0.12,285,207,34,63,19,5,75,1
303,58,Vermont,family premium,annual,annual,debit,many,3/12/2020,24.55443588,2.848331709,0.24,400,256,45,43,11,11,0,1
304,62,Florida,family premium,monthly,annual,debit,some,11/30/2015,12.6252844,0.6238421354,0.14,249,166,34,63,8,3,0,1
305,20,California,premium,monthly,monthly,credit,few,1/13/2017,25.97322006,2.722038454,0.16,485,392,59,106,15,15,55,0
306,73,Alabama,family premium,annual,annual,credit,none,10/12/2019,4.612341436,0.8899424736,0.25,62,47,7,51,10,3,1,1
307,22,New Jersey,basic,annual,annual,debit,none,4/15/2019,28.11875844,0.07556426055,0.04,538,274,54,91,13,7,196,0
308,32,North Dakota,family premium,monthly,annual,credit,few,1/5/2019,5.865782154,0.6873377358,0.33,96,55,18,70,18,18,2,0
309,27,Virginia,family premium,annual,annual,debit,few,10/18/2019,13.47628073,1.433079175,0.42,177,174,27,80,9,5,0,0
310,77,Virginia,family premium,annual,annual,debit,few,9/21/2021,7.619389571,1.041205122,0.22,107,75,11,32,11,4,2,0
311,85,South Carolina,family premium,annual,annual,venmo,few,12/24/2021,12.48584596,0.8928195679,0.12,213,135,22,10,19,10,0,0
312,30,Maine,premium,monthly,annual,debit,many,5/17/2014,4.002646816,1.349273481,0.21,57,30,10,81,8,4,82,0
313,79,South Carolina,basic,annual,annual,credit,some,1/8/2013,1.949950651,0.815245405,0.48,33,21,9,39,19,6,317,0
314,18,Maine,student,annual,monthly,debit,some,3/13/2021,11.93073132,1.05554302,0.66,200,120,24,104,8,3,32,1
315,72,Montana,student,monthly,monthly,venmo,some,8/25/2020,9.629336043,0.8751367604,0.38,136,73,23,39,10,3,166,0
316,69,Maine,basic,annual,annual,credit,many,7/7/2021,30.94462528,4.691303633,0.77,576,547,66,42,7,2,46,0
317,30,Wisconsin,premium,monthly,annual,credit,some,6/10/2016,29.56572117,0.3029030576,0.81,507,312,56,97,14,4,152,0
318,84,Alabama,basic,annual,annual,venmo,none,3/2/2020,8.995635525,0.6694601735,0.18,132,75,23,35,9,5,48,0
319,36,South Carolina,basic,annual,monthly,debit,few,2/21/2020,14.2453839,1.224844875,0.52,262,213,27,76,21,21,35,0
320,26,Vermont,family premium,annual,annual,credit,many,10/20/2014,4.696936204,0.9700090982,0.31,78,71,10,95,9,2,2,1
321,81,Wisconsin,family premium,annual,annual,credit,none,3/31/2013,19.44895741,2.77173586,0.24,275,220,30,51,11,6,1,0
322,66,Wisconsin,basic,annual,annual,venmo,many,7/21/2014,14.74931816,1.573560864,0.26,229,150,23,67,12,4,81,0
323,77,North Carolina,basic,annual,annual,credit,some,12/8/2018,20.52050474,2.799640745,0.17,314,175,33,40,19,10,60,1
324,72,North Carolina,basic,annual,annual,credit,none,12/12/2021,20.08914943,0.08440045145,0.00,331,207,41,47,19,5,91,0
325,21,Idaho,student,annual,monthly,debit,some,3/26/2013,7.8328796,0.3975065081,0.29,150,79,24,112,8,8,86,0
326,44,North Carolina,family premium,annual,annual,credit,some,8/9/2014,11.80362079,1.466482613,0.06,223,132,29,85,18,5,2,0
327,69,Alabama,family premium,annual,annual,debit,many,5/17/2013,30.42657672,4.379245167,0.05,554,282,64,48,11,3,0,0
328,52,Idaho,basic,monthly,annual,debit,many,10/11/2018,14.01167164,0.756455564,0.37,200,135,30,66,5,2,60,0
329,29,North Carolina,premium,monthly,annual,debit,some,8/22/2020,15.15572045,0.03149083524,0.72,214,153,21,74,20,5,36,0
330,32,South Carolina,family premium,monthly,monthly,debit,few,3/21/2020,1.718560928,0.7094727712,0.58,22,13,2,67,19,5,2,0
331,41,Alabama,family premium,annual,annual,venmo,none,6/4/2016,12.18753568,1.5860248,0.13,220,190,25,77,11,4,0,0
332,42,Florida,family premium,annual,annual,venmo,few,8/25/2016,15.11786889,2.734161476,0.61,278,157,28,81,8,3,1,0
333,32,Alabama,premium,annual,annual,credit,some,11/11/2014,17.37059019,2.747399134,0.27,220,160,26,82,11,11,130,0
334,82,Virginia,family premium,monthly,annual,credit,few,4/2/2020,13.93678491,0.7595250439,0.07,244,232,26,23,12,4,2,1
335,66,Maine,family premium,annual,annual,debit,some,4/10/2013,4.812293234,1.00244377,0.73,64,45,14,47,5,3,2,0
336,48,Washington,basic,annual,annual,credit,few,1/23/2015,15.19885786,1.844679661,0.42,194,111,26,63,15,15,88,0
337,21,New York,basic,annual,monthly,venmo,some,3/25/2013,3.987580306,1.028038363,0.29,61,32,15,109,12,12,104,0
338,84,Florida,basic,annual,annual,credit,many,2/10/2022,23.21295509,3.881015347,0.04,333,261,43,28,8,4,40,0
339,64,Vermont,basic,annual,annual,debit,many,3/12/2016,12.83840907,1.421538045,0.21,176,143,26,45,10,10,253,0
340,64,South Carolina,premium,annual,monthly,credit,many,7/20/2019,15.68799665,1.208006746,0.40,278,145,28,48,20,10,54,1
341,72,South Carolina,basic,annual,annual,venmo,few,11/26/2021,23.61763738,1.936362494,0.16,308,209,35,23,20,7,100,1
342,65,New Jersey,premium,annual,monthly,credit,none,7/26/2015,11.6201021,1.246920682,0.87,154,95,18,51,13,13,125,0
343,48,Vermont,premium,annual,monthly,debit,some,2/3/2018,14.68104897,1.057511297,0.03,177,159,24,76,9,3,123,1
344,45,South Carolina,premium,monthly,monthly,debit,few,8/23/2014,5.002106564,1.139639317,0.48,98,50,14,68,20,7,113,0
345,30,Nebrasksa,premium,annual,monthly,credit,some,4/11/2014,29.03773814,4.044816934,0.09,391,249,44,84,12,4,181,1
346,34,Virginia,basic,annual,annual,credit,none,10/27/2015,7.464974112,1.124527751,0.11,94,72,16,93,12,12,132,0
347,67,South Carolina,family premium,annual,annual,venmo,some,7/18/2019,13.2317598,0.1202681811,0.03,212,139,30,34,21,5,1,0
348,36,Vermont,family premium,annual,annual,debit,some,2/2/2020,19.67645622,1.451585587,0.46,265,204,35,72,9,2,1,0
349,45,North Dakota,family premium,annual,annual,debit,none,5/1/2021,30.04689695,2.05508926,0.55,580,390,59,76,15,15,0,0
350,28,Washington,basic,annual,monthly,credit,none,8/4/2021,26.69441344,1.863688881,0.42,376,230,47,93,14,5,30,1
351,53,Idaho,premium,monthly,monthly,venmo,none,7/13/2021,16.60159238,1.261557794,0.21,213,111,24,53,7,2,44,0
352,38,Georgia,family premium,annual,annual,venmo,some,7/13/2014,4.500538944,0.9996738875,0.31,76,69,18,87,10,5,2,0
353,48,Nebrasksa,family premium,annual,annual,debit,some,2/3/2020,15.63253725,2.525567295,0.53,198,100,28,53,13,4,2,0
354,66,Alabama,family premium,annual,annual,debit,some,7/20/2013,10.62479258,1.072297045,0.43,205,108,30,64,11,3,1,0
355,27,Washington,premium,annual,monthly,venmo,some,8/2/2021,14.15310418,2.225914249,0.09,170,153,22,77,15,15,31,0
356,18,Vermont,student,monthly,monthly,debit,many,10/15/2016,5.111674951,0.876933696,0.92,72,63,7,111,11,4,153,0
357,18,Georgia,family premium,annual,annual,debit,many,1/7/2016,22.21675792,0.4321173565,0.50,322,272,34,96,10,3,2,1
358,53,New York,basic,annual,annual,debit,few,10/25/2021,20.07654047,2.531569152,0.64,247,211,29,52,11,3,82,0
359,84,Alabama,family premium,annual,annual,credit,none,2/9/2013,3.215772189,0.2982457789,0.35,62,34,6,39,9,9,2,1
360,51,Montana,basic,annual,annual,debit,many,3/8/2018,20.75346957,2.443913128,0.37,292,164,30,54,11,3,56,0
361,75,Georgia,family premium,annual,annual,credit,few,3/3/2014,28.00202586,2.20533307,0.04,520,300,57,49,9,2,1,0
362,50,North Dakota,family premium,annual,annual,credit,none,12/28/2017,28.24579019,2.050208071,0.44,382,366,46,78,17,9,0,0
363,20,North Dakota,basic,annual,annual,debit,none,1/15/2022,25.12934807,4.20501787,0.80,363,317,46,76,16,8,68,0
364,27,Nebrasksa,basic,annual,annual,debit,some,10/8/2013,5.156158474,1.022795059,0.97,84,54,13,93,14,14,144,0
365,30,New Jersey,premium,annual,monthly,debit,some,4/18/2017,20.68582614,2.282022334,0.01,250,157,32,93,15,5,99,0
366,19,North Carolina,basic,annual,annual,credit,many,3/19/2014,18.89517987,0.5510966292,0.56,343,272,42,94,21,21,134,0
367,64,Utah,family premium,annual,annual,venmo,few,2/20/2020,0.5096861676,0.4208308783,0.53,8,4,3,45,3,1,1,0
368,86,Wisconsin,family premium,annual,annual,credit,few,9/12/2014,15.74587152,1.429060987,0.79,293,244,39,25,14,5,1,0
369,49,Virginia,student,monthly,annual,credit,some,7/16/2015,11.063801,1.145119133,0.29,206,126,27,79,9,9,75,0
370,57,Alabama,basic,annual,annual,credit,few,1/28/2016,0.6958371774,0.6013762654,0.80,9,5,10,61,10,3,76,0
371,86,New York,family premium,annual,annual,credit,few,9/22/2015,20.88157611,2.819114446,0.13,377,203,42,31,9,3,2,0
372,18,Nebrasksa,premium,annual,annual,debit,many,9/19/2015,29.63984633,3.092524605,0.33,477,306,50,93,12,4,231,0
373,56,Georgia,basic,annual,annual,debit,some,2/7/2018,8.290908716,0.9278949331,0.32,151,77,23,65,9,2,54,0
374,27,Wisconsin,premium,annual,annual,venmo,many,10/5/2014,8.802579606,1.079428504,0.84,153,84,15,88,14,4,127,1
375,82,West Virginia,premium,annual,annual,credit,few,8/14/2015,8.073111011,0.06851512185,0.23,133,81,20,49,17,4,78,1
376,76,Georgia,premium,annual,monthly,debit,few,11/4/2021,13.13462264,0.4562094957,0.97,189,137,22,27,9,9,23,0
377,71,Alabama,family premium,annual,annual,credit,few,6/19/2020,2.820133852,0.5709390699,0.27,36,23,10,27,11,4,0,1
378,25,North Dakota,premium,monthly,monthly,debit,none,6/16/2018,15.99436101,2.285784504,0.30,214,169,23,101,16,5,137,0
379,74,Maine,student,annual,annual,debit,some,10/25/2020,30.01612237,1.321501336,0.46,469,260,51,43,5,2,31,0
380,27,Maine,student,annual,monthly,debit,some,7/7/2013,22.64424906,1.280770399,0.93,362,314,42,103,6,2,129,0
381,35,California,family premium,annual,annual,debit,none,5/17/2021,15.28828001,1.370687199,0.18,231,206,29,63,14,7,1,0
382,40,Vermont,family premium,annual,annual,credit,some,9/17/2016,20.96199614,2.529199885,0.62,392,220,40,78,11,3,0,0
383,69,Wisconsin,family premium,annual,annual,debit,some,5/21/2020,27.84721354,1.355390433,0.87,389,310,40,36,12,4,1,0
384,34,West Virginia,premium,monthly,annual,debit,none,6/20/2017,24.29553318,1.227389175,0.53,380,311,46,84,19,5,52,0
385,67,New Jersey,premium,monthly,monthly,venmo,many,2/13/2018,19.86837624,1.558055035,0.84,294,190,29,48,14,5,161,0
386,63,Virginia,basic,annual,annual,venmo,few,9/12/2017,5.575194214,0.2734652596,0.34,81,43,17,47,12,4,152,0
